UID,DV,Zip Code,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105
5294,0,603204,,Chennai,28,male,professional,,657,41000,Yes,Yes,salaried,Monarch Networth Capital Ltd,mas-term,2539,60,100000,2360,22031,mas-term,2,1,320,-2,64903,-2,3,2,11,56.32,0,2,-2,2,0,1,141.74,12,141.74,176786,5,REVOLVER,-2,0,-1,1,0,11,0,136,1,0,0,11.03,0,1,15.28,0,3,79374,55,1,15,4,2,142,31532,49,100,0,35,3,79375,55,3,3,0,79375,44.9,51,398,5,65,117.88,0,8424.05,1,11,106,1,0,2,48,150000,1498884,0,44248,"44,248","7,56,765",856765,100000,756765,0,1,51,707
5295,0,110037,,Delhi NCR,28,male,graduate,,710,61282,Yes,Yes,salaried,TATA CONSULTANCY SERVICES LIMITED,mas-term,8467,66,350000,8260,68674,mas-term,11,2,363,-2,30326,0,0,8,15,8.55,25,1,0,2,0,1,14.37,12,0,107592,8,REVOLVER,0,0,-1,1,444758.75,16,490813.75,156,1,42092.75,0,11.19,0,1,17.02,0,0,100955,52,1,16,4,3,-2,402798,48,77,2,15,3,98395,52,4,3,3,98395,91.45,52,407,9,103,1.37,0,99812.75,1,9,197,0,0,0,52,0,2795072,0,22407,"22,407","16,15,328",1615328,0,1615328,0,1,51,722
5296,0,110045,,Delhi NCR,35,male,under-graduate,,636,31998,Yes,Yes,salaried,EIT SERVICES INDIA PRIVATE LIMITED,mas-term,2539,60,100000,2360,22031,mas-term,1,1,218,1.73,81357,-2,0,5,2,35.39,0,1,-2,1,0,2,105.44,11,103.76,79397,6,REVOLVER,-2,0,-1,1,147883.8,1,263162.05,44,1,64122.8,0,4.17,0,1,5.56,0,2,58856,16,12,2,2,0,104,83761,14,100,1,34,1,41505,16,1,1,1,41505,66.62,15,276,5,17,90.67,0,97146.05,1,10,68,1,0,0,15,0,447862,0,0, -   ,"2,49,316",249316,0,249316,0,1,14,702
5297,0,411057,,Pune,41,male,post-graduate,,637,169744,Yes,Yes,salaried,EVERGREEN SEAMLESS PIPES & TUBES PRIVATE LIMITED,mas-term,3531,36,100000,2360,20074,mas-term,1,6,268,2.09,643741,0,0,6,2,18.32,6,10,0,1,0,2,120.43,11,121.96,1861339,38,REVOLVER,0,0,0,4,0,62,0,337,4,0,0,28.45,0,4,38.27,0,0,392520,56,3,99,16,12,119,139869,40,100,0,67,18,392520,63,24,3,0,663636,38.49,56,464,23,157,94.74,0,0,4,12,156,2,7,6,39,9414801,4128303,82690,1142932,"12,25,622","35,29,375",7460538,3931163,3529375,273159,1,44,639
5298,0,500037,SOUTH,Hyderabad,52,male,others,,688,33175,Yes,Yes,salaried,IBM INDIA PRIVATE LIMITED,term,7618,60,300000,7080,65976,term,7,3,286,1.79,522926,0,0,1,23,21.69,17,4,0,0,0,3,105.37,12,106.13,706846,5,RVLRPLUS,0,0,-1,5,947575.5,1,1794315.3,155,8,915926.5,0,0.65,0,5,1.25,0,0,148136,37,4,1,12,2,106,32150,25,56,2,14,2,148137,37,2,5,2,424529,60.89,37,360,16,80,80.98,0,1707275.3,7,12,191,1,3,0,34,0,2411760,0,0, -   ,"15,44,439",1544439,0,1544439,0,1,33,783
5299,0,411041,,Pune,42,male,graduate,,684,96886,Yes,Yes,salaried,VICTORY CERATECH PRIVATE LIMITED,mas-term,5875,48,200000,4720,40164,mas-term,1,3,150,0.89,150376,0,0,8,5,29.81,20,3,0,1,0,2,107.35,12,107.35,272226,5,REVOLVER,0,1,-1,2,0,2,0,114,2,40340.7,0,5.22,0,2,3.39,0,1,120911,40,1,6,5,1,101,197081,35,67,0,40,1,116723,40,2,4,1,272226,100,38,506,13,56,97.5,0,89275.4,2,11,82,1,1,1,26,550000,1864545,34600,0,"34,600","10,36,348",1339188,302840,1036348,0,1,26,673
5300,0,600099,,Chennai,43,male,post-graduate,,682,104076,Yes,Yes,salaried,Raymond Limited,mas-term,12549,60,500000,11800,104138,mas-term,7,6,316,1.09,159249,0,0,2,17,10.12,0,5,1973,1,0,2,105.61,12,105.61,348302,10,RVLRPLUS,1,0,-2,6,258708.35,18,725120.55,259,6,332609.35,0,8.98,0,5,12.68,0,0,31747,62,4,23,8,1,93,3294,54,63,1,115,2,19565,63,6,5,3,266798,100,32,310,16,134,94.49,0,799021.55,6,12,81,0,5,16,27,3945483,4189720,0,17270,"17,270","27,38,490",4245792,1507302,2738490,76468,1,42,719
5301,0,302018,,Raipur,37,female,under-graduate,,742,,Yes,Yes,self-employed,ALLSCRIPTS (INDIA) LLP,sme-term,11213,43,300000,7080,52530,sme-term,2,0,332,1.19,143322,-2,1,-2,4,89.79,0,2,-2,3,0,0,100.42,12,97.03,120508,0,REVOLVER,-2,0,-1,2,71783.95,0,76279.35,38,2,71783.95,0,0,0,2,0,0,3,59705,5,9,0,3,0,95,-2,2,100,-1,36,0,57064,5,0,1,-1,116434,98.5,4,256,4,19,87.81,0,76279.35,2,7,14,0,0,1,4,124000,422451,0,13125,"13,125","3,99,725",501180,101455,399725,0,1,4,734
5302,0,411030,,Pune,36,male,under-graduate,,752,,Yes,Yes,self-employed,,term,43854,67,1800000,31860,306750,term,3,1,218,1.11,31790,-2,0,10,6,5.53,0,2,450990,0,0,3,15.88,12,99.61,99692,12,REVOLVER,1,0,0,1,3432402.2,4,4692308.75,140,1,48452.7,0,6.21,0,1,5.56,0,0,104110,21,3,9,4,1,100,3382425,9,100,0,62,1,98610,26,3,2,0,98610,100,16,334,8,68,13.92,0,426244.2,1,12,42,5,3,9,13,20500000,9616845,38152,1770,"39,922","54,14,971",18370268,13000000,5414971,19759418,1,22,671
5303,0,411058,,Pune,35,male,under-graduate,,745,,Yes,Yes,self-employed,,term,45227,63,1800000,31260,352819,term,0,1,264,-1,-1,0,-1,0,0,-1,-1,4,0,1,-1,2,-1,9,-1,-1,3,NOBC,0,-1,0,-1,24897.8,0,70428.25,157,-1,-1,-1,0,-1,-1,0,-1,-1,-1,27,-1,0,0,0,-1,0,11,100,-1,-1,0,-1,31,1,4,0,-1,-1,23,-1,13,68,-1,-1,-1,-1,11,48,3,5,3,20,3775098,11200000,0,0, -   ,"97,65,665",13019041,3253376,9765665,19541796,1,23,758
5304,0,410506,,Pune,38,male,graduate,,729,30000,Yes,Yes,salaried,MAS FINANCIAL SERVICES LIMITED,mas-term,7280,48,250000,5900,50727,mas-term,0,-2,200,-1,-1,-2,-1,-2,1,-1,-1,-2,-2,1,-1,2,-1,10,-1,-1,15,NOBC,-2,-1,-1,-1,-2,5,-2,45,-1,-1,-1,13.64,-1,-1,17.24,-1,-1,-1,13,-1,6,0,1,-1,-2,13,-1,0,-1,2,-1,13,2,1,0,-1,-1,13,-1,3,29,-1,-1,-1,-1,4,68,0,1,0,12,0,916507,0,15848,"15,848","5,17,082",517082,0,517082,139906,1,11,670
5305,0,122017,,Delhi NCR,43,male,others,,731,49302,Yes,Yes,salaried,,term,14593,48,500000,11800,100631,term,1,-2,212,1.93,179054,-2,0,1,2,39.72,14,-2,0,1,0,2,127.02,11,117.33,303412,9,RVLRPLUS,0,1,-2,4,0,4,519025.05,81,4,0,0,7.14,0,3,10,0,2,117465,21,3,6,7,1,132,56262,14,42,0,59,2,117465,23,2,2,0,263575,100,17,326,13,36,91.3,0,0,4,12,66,6,1,2,12,719087,2162137,0,35316,"35,316","14,61,525",1673291,211766,1461525,0,1,13,668
5306,0,110085,,Delhi NCR,39,male,post-graduate,,706,140463,Yes,Yes,salaried,GO DIGIT GENERAL INSURANCE LIMITED,term,3809,60,150000,3540,29240,term,3,3,338,1.48,101194,0,0,2,5,41.86,0,1,0,2,0,1,130.16,12,-2,161761,8,TRANSACTOR,0,0,1,-2,0,2,0,143,-2,0,-2,6.99,-2,-2,2.82,-2,1,92776,31,2,10,8,3,-2,215000,21,-9,1,19,3,82815,36,3,1,1,0,0,29,410,9,70,130.16,-2,0,-2,10,142,0,14,7,12,13900000,4960636,6490,20200,"26,690","33,83,737",15124884,11700000,3383737,18213,1,18,728
5307,0,462023,,Bhopal,38,male,post-graduate,,745,41569,Yes,Yes,salaried,APPLOGIC IT SOLUTIONS INDIA PRIVATE LIMITED,term,8721,48,300000,7080,56710,term,3,3,252,1.7,194389,73459,0,8,9,24.35,0,2,73459,2,0,1,91.53,12,84.77,119251,0,RVLRPLUS,1,0,-1,2,600076.2,0,1066689.15,109,2,266830.2,0,0,1,1,0,0,0,49985,45,3,0,6,0,85,333246,39,100,-1,26,0,39842,45,0,1,-1,39842,98.54,44,194,4,47,54.11,0,635401.15,2,12,130,1,0,1,37,25253,3573660,0,0, -   ,"13,40,202",1361940,21738,1340202,0,1,37,759
5308,0,600027,,Chennai,35,male,under-graduate,,728,92546,Yes,Yes,salaried,RAP INFOSYSTEMS PRIVATE LIMITED,term,12697,60,500000,11800,97462,term,0,1,199,-2,93202,-2,0,2,3,0,0,0,0,0,0,3,103.38,11,87.33,51691,25,REVOLVER,0,0,-1,1,0,1,0,72,1,73264.3,0,15.28,5,1,3.23,0,0,55428,15,9,11,3,1,87,21345,12,-2,0,13,2,43664,16,4,1,2,43664,100,15,323,2,27,93.5,0,73264.3,1,9,37,0,1,1,13,3600000,668328,0,111601,"1,11,601","2,69,750",3536953,3267203,269750,0,0,14,654
5309,0,411046,,Pune,38,male,graduate,,761,82919,Yes,Yes,salaried,Dell International Services India Pvt Ltd,term,7489,24,150000,3540,23902,term,6,6,266,2.13,418242,0,0,6,15,28.51,0,3,0,1,0,2,94.42,12,109.11,381451,8,RVLRPLUS,0,0,-1,6,2063003.65,10,4910598.55,155,6,862499.65,0,7.93,0,6,12.82,0,1,107599,63,3,13,12,4,102,1252528,49,50,2,24,4,101993,63,5,1,3,321865,100,53,298,11,71,89.17,0,1680178.55,6,12,128,0,1,0,47,0,4007255,0,6287,"6,287","16,19,280",1619280,0,1619280,6746,1,48,790
5310,0,302015,,Jaipur,38,female,professional,,768,34531,Yes,Yes,salaried,ZERODHA BROKING LIMITED,mas-term,8735,42,260000,6136,35899,mas-term,4,1,306,-2,-2,-2,-2,3,12,-2,0,0,0,1,0,2,-2,12,-2,0,15,NOBC,0,0,-1,-2,49838,6,354458,69,-2,-2,-2,8.96,-2,-2,12.5,-2,-2,-2,20,12,6,1,2,-2,49838,16,-2,0,-2,3,-2,20,3,0,0,-2,-2,18,300,3,47,-2,-2,-2,-2,3,83,9,4,2,15,709000,454293,0,7309,"7,309","1,82,856",804427,621571,182856,0,0,17,708
5311,0,560102,SOUTH,Bangalore,27,male,graduate,,773,52978,Yes,Yes,salaried,THOMAS COOK INDIA LTD,mas-term,8673,48,300000,7080,49741,mas-term,0,2,246,-2,213707,-2,2,10,6,61.75,0,0,147662,0,0,3,54.09,11,-2,394329,6,REVOLVER,1,0,-1,1,1109304.8,6,1411388.15,86,1,13422.8,3,7.32,4,1,10.17,3,2,200000,18,5,6,5,1,-2,1095882,13,100,0,7,1,193138,18,1,2,0,0,0,17,420,7,57,51.94,3,65570.15,1,12,55,0,0,1,17,37000,1125794,0,17219,"17,219","9,13,251",947664,34413,913251,0,0,18,673
5312,0,201301,,Delhi NCR,30,male,post-graduate,,681,36863,Yes,Yes,salaried,FCM TRAVEL SOLUTIONS (INDIA) PRIVATE LIMITED,mas-term,7068,42,210000,4956,28934,mas-term,4,4,188,13.99,120379,-2,0,3,7,2.31,0,3,-2,1,0,2,117.84,11,121.99,202536,9,TRANPLUS,-2,0,-1,3,123351.35,7,474378.45,104,3,70533.35,0,10.58,0,3,15.56,0,0,75184,22,2,11,4,1,130,74928,18,64,0,15,1,75184,22,2,3,0,155586,77.6,22,364,12,45,110.14,0,418375.45,3,10,48,0,0,0,22,0,1140662,0,25096,"25,096","5,63,077",563077,0,563077,0,0,22,686
5313,0,400615,,Mumbai,27,male,graduate,,737,31527,Yes,Yes,salaried,BHARAT BIJLEE LIMITED,mas-term,4338,36,120000,2832,18957,mas-term,5,3,276,2.84,175585,55811,1,13,13,68.26,40,3,101209,1,0,2,104.35,12,109.18,289726,0,RVLRPLUS,6,1,-1,4,358808.6,0,819558.9,114,4,135399.6,0,0,0,3,0,0,2,109280,25,1,0,5,0,-2,227807,19,89,-1,33,0,109280,25,0,5,-1,116819,40.32,25,384,15,70,77.04,0,210754.9,4,11,60,0,0,0,25,0,1182561,0,0, -   ,"7,09,990",709990,0,709990,0,0,25,718
5314,0,411040,,Pune,39,male,graduate,,705,129169,Yes,Yes,salaried,EXA-AG INDIA PRIVATE LIMITED,mas-term,16799,42,500000,11800,69034,mas-term,0,1,85,-2,-2,0,-2,7,1,-2,0,0,0,0,0,1,-2,10,-2,-2,14,NOBC,0,0,-1,-2,121366,0,194928.45,20,-2,-2,999,0,999,-2,0,999,-2,-2,21,-2,0,4,2,-2,121366,16,-2,-7,-2,3,-2,21,3,0,-7,0,-2,20,295,0,9,-2,999,4228.45,-2,0,135,4,2,1,6,534000,1756781,0,0, -   ,"7,25,187",725187,0,725187,0,0,7,737
5315,0,110044,,Delhi NCR,38,male,graduate,,745,56259,Yes,Yes,salaried,HCL TECHNOLOGIES LIMITED,term,11750,48,400000,9440,66014,term,5,5,322,2.08,303313,0,0,1,15,23.02,0,3,0,2,0,1,101.08,12,100.81,440450,0,RVLRPLUS,0,0,-2,4,1367332.6,0,1796476.4,144,4,1353832.6,0,0,0,3,0,0,0,173619,30,11,0,6,0,99,13500,22,61,-1,56,0,162892,31,0,4,-1,362142,97.6,27,354,13,71,72.76,0,1782976.4,4,11,133,1,1,3,18,2168200,3083587,0,0, -   ,"20,22,164",3617539,1595375,2022164,0,1,20,766
5316,0,560018,SOUTH,Hyderabad,48,male,graduate,,724,500000,Yes,Yes,self-employed,TATA CONSULTANCY SERVICES LIMITED,chqbook-term-loan,10241,39,300000,7080,41206,chqbook-term-loan,1,2,372,-2,789457,276713,1,13,4,65.87,0,2,913532,2,0,1,295.59,12,0,1045376,6,TRANSACTOR,4,0,-1,3,2888775.1,6,4425136.5,62,3,0,0,13.33,0,3,20,0,6,313607,17,8,8,6,0,149,2970833,11,-2,0,39,1,312485,17,1,2,0,0,0,10,406,6,32,111.29,0,227163.5,3,11,27,4,0,1,6,906761,1493865,0,58493,"58,493","12,82,677",2069599,786922,1282677,714247,1,7,658
5317,0,560016,SOUTH,Bangalore,41,male,graduate,,709,69737,Yes,Yes,salaried,SESHADRIPURAM PU COLLEGE,term,7532,39,220000,5192,32642,term,0,0,200,-2,28367,-2,0,6,2,0,0,0,-2,0,0,3,77.83,10,-2,19847,10,TRANSACTOR,-2,0,-1,1,279635.25,2,340588.6,103,1,19865.25,2,1.94,999,0,4.08,2,0,19847,42,3,2,3,3,78,328233,39,-2,-7,35,3,19847,42,4,0,0,0,-2,37,331,4,44,48.74,2,39501.6,1,9,106,1,0,5,31,505847,4238940,0,43574,"43,574","21,59,624",2296471,136847,2159624,0,1,35,759
5318,0,110061,,Delhi NCR,47,male,graduate,,745,37848,Yes,Yes,salaried,DATA INTENSITY INDIA PRIVATE LIMITED,term,8896,36,250000,5900,39630,term,1,1,242,-1,-1,13700,-1,15,6,-1,-1,0,35620,1,-1,2,-1,12,-1,-1,0,NOBC,3,-1,-1,-1,127042,0,439668,75,-1,-1,-1,0,-1,-1,0,-1,-1,-1,17,-1,0,0,0,-1,127042,17,-1,-1,-1,0,-1,17,0,0,-1,-1,-1,7,-1,1,33,-1,-1,-1,-1,1,19,0,0,10,7,410203,399140,3559,0,"3,559","3,02,326",379791,77465,302326,0,1,16,687
5319,0,380058,,Ahmedabad,36,male,graduate,,779,40638,Yes,Yes,salaried,G D RATAIL (A UNIT OF MY CAR PUNE PVT LTD ),term,10281,48,350000,8260,53407,term,3,5,304,0.71,211400,14310,0,20,12,17.5,0,5,612954,1,0,2,102.61,12,74.99,580940,2,RVLRPLUS,4,0,-1,2,5360425.05,1,10400000,130,4,217960.05,0,0.76,0,2,1.45,0,0,95758,46,1,1,13,0,108,5142465,33,35,-1,33,0,89910,46,1,7,1,464305,79.92,40,300,17,72,64.25,0,515217.4,4,12,186,8,3,2,25,601739,2257647,0,0, -   ,"11,07,843",1219082,111239,1107843,0,1,26,717
5320,0,452010,,Indore,29,male,graduate,,749,30000,Yes,Yes,self-employed,,chqbook-term-loan,8817,30,200000,4720,23672,chqbook-term-loan,3,4,246,2.9,1035753,1066945,0,13,8,49.63,38,1,3200835,1,13,2,88.45,12,67.89,588326,0,TRANPLUS,3,2,-1,5,14700000,5,26800000,184,6,1881892.4,0,2.79,0,5,5,0,1,176434,27,3,5,8,0,90,12800000,17,92,-1,44,0,176434,27,0,6,-1,280505,52.85,21,382,29,96,60.97,0,2211754.3,5,12,46,3,1,5,21,3126441,1872569,0,7182,"7,182","11,46,077",3177866,2031789,1146077,0,1,25,704
5321,0,110033,,Delhi NCR,33,male,graduate,,743,56000,Yes,Yes,salaried,SATIN CREDIT CARE NETWORK LTD,chqbook-term-loan,3852,30,90000,2124,10705,chqbook-term-loan,9,7,340,7.19,402639,0,0,1,24,24.81,0,1,0,2,0,1,97.02,12,82.09,308311,3,RVLRPLUS,0,1,-1,6,821841,6,1466859.85,143,6,873240,0,5.67,1,5,8.33,0,0,54115,33,4,8,8,1,79,945,22,94,0,39,1,31505,33,1,1,0,92758,59.77,32,340,7,73,70.57,0,1518258.85,6,12,119,1,0,1,31,95000,1293622,0,6543,"6,543","5,95,222",690222,95000,595222,0,1,31,707
5322,0,560030,SOUTH,Bangalore,33,male,post-graduate,,712,35111,Yes,Yes,salaried,Capfront Technologies Private Limited,term,4781,24,100000,2360,14662,term,2,2,218,-2,69187,-2,2,-2,3,99.16,33,1,-2,1,0,2,153.09,10,0,114495,10,REVOLVER,-2,0,-1,2,93450.8,3,75064.6,52,2,93450.8,0,7.69,0,2,12,0,2,65398,10,10,4,3,0,-2,-2,7,100,-1,35,0,65398,10,1,2,0,65398,81.03,10,384,7,25,85.73,0,75064.6,2,11,37,0,0,0,6,0,660902,0,13247,"13,247","3,98,935",398935,0,398935,0,1,5,698
5323,0,110025,,Delhi NCR,37,male,graduate,,761,30000,Yes,Yes,self-employed,ADISTALO INDIA PRIVATE LIMITED,chqbook-term-loan,10611,41,300000,7080,33938,chqbook-term-loan,5,10,282,1.67,621484,41988,0,20,10,10.83,0,9,794344,1,0,2,98.98,12,102.3,1596699,16,RVLRPLUS,10,0,-1,9,6000106.95,22,12700000,297,10,752641.95,0,11.19,0,8,14.77,0,0,159519,57,7,33,20,2,99,5770384,34,41,0,82,2,158928,58,9,14,1,1175378,81.77,38,432,46,148,79.76,0,3215201.95,10,12,245,14,1,15,36,8244911,5044140,82068,332839,"4,14,907","36,70,520",8841234,5170714,3670520,240435,1,51,678
5324,0,500006,SOUTH,Hyderabad,44,male,under-graduate,,771,50000,Yes,Yes,self-employed,KRISHIV MOTORS PRIVATE LIMITED,chqbook-term-loan,5563,40,160000,3776,20006,chqbook-term-loan,1,1,366,1.47,259463,4785,1,10,5,59.71,0,1,14355,2,0,1,106.64,12,106.64,296450,9,RVLRPLUS,3,1,-1,3,489173.7,6,1074430.7,71,3,17402.7,0,8.82,0,3,14.63,0,4,112291,22,1,6,3,0,98,471771,16,60,0,25,1,108010,22,2,4,0,296450,100,20,341,13,41,72.65,0,223033.7,3,10,49,1,0,0,16,0,1547626,0,74477,"74,477","10,63,105",1063105,0,1063105,175771,1,16,659
5325,0,500018,SOUTH,Hyderabad,35,male,graduate,,723,90250,Yes,Yes,salaried,SPECTRUM TALENT MANAGEMENT PRIVATE LIMITED,fedfina-personal,11178,72,450000,10620,40442,fedfina-personal,3,2,162,-2,72934,0,2,1,7,73.5,0,1,0,0,0,3,104.19,12,-2,99233,15,TRANSACTOR,0,0,-1,1,59010,4,18619.45,93,1,54679,3,6.52,3,1,7.02,3,2,72934,20,4,6,4,1,104,4331,16,-9,1,7,2,72934,20,3,3,2,0,0,19,284,12,53,56.61,3,27371.45,1,8,60,0,0,1,18,50000,2804969,0,48072,"48,072","21,54,319",2154319,0,2154319,0,0,19,689
5326,0,110095,,Delhi NCR,41,male,post-graduate,,766,40528,Yes,Yes,salaried,EUREKA OUTSOURCING SOLUTIONS PRIVATE LIMITED,term,7334,36,205000,4838,30132,term,6,3,362,1.96,377225,0,0,0,28,8.29,0,4,0,2,0,1,66.56,12,93.13,707212,3,RVLRPLUS,0,0,1,4,312293.4,1,2727809.25,162,4,312293.4,0,0.65,0,3,1.12,0,0,240971,26,1,1,7,0,78,0,17,44,-1,30,0,240971,31,1,4,1,637418,90.13,26,396,12,90,62.71,0,885906.25,4,12,139,0,2,4,25,5775088,1670105,0,196,196,"14,22,108",5051112,3629004,1422108,0,1,28,707
5327,0,411044,,Pune,34,male,others,,716,46450,Yes,Yes,salaried,,term,14429,51,500000,11800,64280,term,2,0,304,-2,-2,37605,-2,1,5,-2,0,0,37605,1,0,2,-2,12,-2,0,15,NOBC,1,0,-1,-2,37640,1,37640,38,-2,-2,-2,2.86,-2,-2,4.55,-2,-2,-2,13,12,1,1,1,-2,37605,12,-2,2,-2,2,-2,13,2,1,2,-2,-2,10,300,3,23,-2,-2,-2,-2,5,72,1,0,1,10,544000,1738980,0,0, -   ,"12,34,048",1234048,0,1234048,0,1,10,736
5328,0,226021,,Lucknow,28,male,graduate,,760,60000,Yes,Yes,self-employed,Epicenter Technologies Private Limited,chqbook-term-loan,4099,36,115000,2714,15602,chqbook-term-loan,2,5,354,1.46,301656,0,0,0,15,22.82,10,2,0,2,10,1,95.76,12,97.36,362934,0,TRANPLUS,0,0,-1,7,521852.65,3,1207108.65,115,7,567395.65,0,2.56,0,7,5,0,0,64798,32,5,3,10,0,110,0,21,81,-1,14,0,64798,32,0,5,-1,167227,65.17,27,296,8,58,64.56,0,1184055.65,7,11,74,0,0,5,27,860000,937409,22763,1950,"24,713","5,10,205",1078445,568240,510205,0,1,31,705
5329,0,411001,,Pune,30,female,graduate,,627,37867,Yes,Yes,salaried,SOTERIA COMMAND CENTER PRIVATE LIMITED,term,12678,60,500000,11800,71512,term,0,1,158,-1,-1,0,-1,0,2,-1,-1,0,0,1,-1,2,-1,10,-1,-1,25,NOBC,0,-1,-1,-1,0,1,0,22,-1,-1,-1,4.55,-1,-1,10,-1,-1,-1,4,-1,1,0,1,-1,0,4,-1,1,-1,1,-1,4,1,1,1,-1,-1,4,-1,1,11,-1,-1,-1,-1,1,43,0,1,0,4,0,1070000,0,6919,"6,919","8,58,527",858527,0,858527,0,1,3,749
5330,0,500049,SOUTH,Hyderabad,32,male,post-graduate,,724,66420,Yes,Yes,salaried,Bangalore medical college and research institute,term,7230,36,200000,4720,27027,term,4,1,416,20,610902,0,1,1,13,76.99,0,2,2093,2,0,1,118.68,12,0,251645,21,TRANPLUS,1,0,-1,2,491746.1,5,551467.9,82,2,542211.1,0,9.21,0,2,11.9,0,5,152309,28,1,7,6,4,123,2093,20,68,1,14,4,152309,28,6,3,1,0,0,28,343,9,46,84.82,0,601932.9,2,11,153,0,0,0,25,0,1519688,0,88825,"88,825","11,08,782",1108782,0,1108782,0,1,24,744
5331,0,560040,SOUTH,Bangalore,32,female,graduate,,752,80200,Yes,Yes,salaried,ITELLIGENCE INDIA SOFTWARE SOLUTIONS PRIVATE LIMITED,term,12448,63,500000,2360,71916,term,2,1,294,-2,143303,-2,0,-2,2,43.73,0,1,-2,1,0,2,121.52,10,121.52,223892,11,RVLRPLUS,-2,0,-1,2,102118.7,3,245125.3,66,2,102118.7,0,4.69,0,2,8.82,0,2,103291,9,4,3,3,0,122,-2,6,100,-1,23,0,103291,9,1,2,0,143183,100,7,400,6,33,91.57,0,245125.3,2,10,33,1,1,2,7,1053670,2680790,9408,1857,"11,265","18,50,403",2855264,1004861,1850403,0,2,7,671
5332,0,110094,,Delhi NCR,32,male,graduate,,736,27185,Yes,Yes,salaried,SIMEIO DEVELOPMENT CENTER PRIVATE LIMITED,term,3615,36,100000,2360,14673,term,1,4,360,2.68,216604,-2,0,17,5,19.41,0,1,68925,1,0,2,108.42,11,110.64,352159,9,RVLRPLUS,2,0,-1,5,824342.85,0,1228231.6,81,5,311740.85,0,0,0,5,0,0,0,42271,11,4,0,7,0,90,512602,4,92,-1,27,0,29556,11,1,2,0,243714,80.59,11,362,7,37,82.76,0,587458.6,5,12,84,0,0,0,11,0,768450,0,19290,"19,290","5,85,017",585017,0,585017,0,1,10,711
5333,0,360005,,Ahmedabad,34,male,graduate,,809,31000,Yes,Yes,salaried,,term,9843,54,350000,8260,40579,term,1,2,282,-2,77230,-2,0,-2,3,23.98,0,1,-2,2,0,1,111.49,12,115.85,271864,15,REVOLVER,-2,1,-1,3,24840.8,2,24840.8,71,3,24840.8,0,2.94,0,3,4.55,0,0,71361,13,3,2,6,1,108,-2,7,55,-7,6,1,71361,13,2,5,0,176282,65.93,11,342,15,43,90.16,0,24840.8,3,10,46,0,2,1,9,139500,1019303,0,12235,"12,235","9,74,042",1080424,106382,974042,75768,1,9,716
5334,0,422006,,Nashik,32,male,graduate,,770,70000,Yes,Yes,self-employed,,chqbook-term-loan,5423,36,150000,3540,18474,chqbook-term-loan,2,3,330,-2,351525,-2,2,-2,7,63.37,0,1,-2,2,0,1,62.72,12,0,202672,3,REVOLVER,-2,0,-1,1,340828.3,2,690815.35,75,4,340828.3,5,2.63,10,1,5.26,5,3,99793,37,1,2,9,0,1,-2,25,99,-1,15,0,340,37,1,2,0,0,0,37,302,8,40,27.76,8,549300.35,1,10,47,0,0,0,32,0,1419326,0,954,954,"4,91,066",491066,0,491066,0,0,32,754
5335,0,500081,SOUTH,Hyderabad,49,male,graduate,,753,72300,Yes,Yes,salaried,ENYOTA LEARNING PRIVATE LIMITED,term,10614,36,300000,7080,37277,term,2,2,342,-2,76976,0,0,0,4,0,0,2,0,2,0,1,0,12,0,80687,10,REVOLVER,0,0,-2,0,0,8,4105.75,88,0,0,23,16.67,23,0,16.67,23,0,-2,39,1,15,9,2,-2,0,29,100,2,28,3,80687,40,4,3,2,80687,100,33,416,9,46,0,23,13383.75,0,9,132,1,3,2,16,1196000,1894239,9549,42966,"52,515","14,39,371",2290285,850914,1439371,8143,0,18,731
5336,0,302019,,Jaipur,44,male,post-graduate,,716,75000,Yes,Yes,salaried,Govt Of Maharashtra Department of AgricultureTechnology Management Agency ATMA,fedfina-personal,11570,51,400000,9440,45982,fedfina-personal,1,-2,281,-2,-2,-2,-2,6,2,-2,0,-2,29298,3,0,0,-2,8,-2,0,5,NOBC,1,0,-2,-2,102543,0,765271,28,-2,-2,-2,0,-2,-2,0,-2,-2,-2,16,12,0,4,1,-2,102543,12,-2,1,-2,1,-2,20,1,0,1,0,-2,16,-2,1,17,-2,-2,-2,-2,1,63,1,3,0,10,0,2313940,0,150,150,"11,09,142",1109142,0,1109142,190699,0,12,738
